timestamp,date,open,high,low,close,volume,ema10,ema20
2025-09-04 09:15:00+05:30,2025-09-04 09:15:00+05:30,331.15,355.4,296.5,321.85,3900,321.85,321.85
2025-09-04 09:18:00+05:30,2025-09-04 09:18:00+05:30,321.85,331.25,298.95,315.5,1880,320.69545454545454,321.2452380952381
2025-09-04 09:21:00+05:30,2025-09-04 09:21:00+05:30,315.5,325.4,290.55,297.0,2440,316.3871900826446,318.9361678004535
2025-09-04 09:24:00+05:30,2025-09-04 09:24:00+05:30,297.0,312.2,292.0,294.85,2600,312.4713373403456,316.6422470575532
2025-09-04 09:27:00+05:30,2025-09-04 09:27:00+05:30,294.85,294.85,257.25,263.65,7420,303.59473055119184,311.59536638540527
2025-09-04 09:30:00+05:30,2025-09-04 09:30:00+05:30,263.65,263.65,237.45,238.45,3580,291.75023408733875,304.6291410153667
2025-09-04 09:33:00+05:30,2025-09-04 09:33:00+05:30,238.45,238.45,222.3,229.45,3340,280.4229187987317,297.469222823427
2025-09-04 09:36:00+05:30,2025-09-04 09:36:00+05:30,229.45,247.45,226.85,246.0,2320,274.1642062898714,292.56739207833874
2025-09-04 09:39:00+05:30,2025-09-04 09:39:00+05:30,246.0,272.1,242.3,245.05,2880,268.8707142371675,288.041926166116
2025-09-04 09:42:00+05:30,2025-09-04 09:42:00+05:30,245.05,279.6,245.05,279.6,2300,270.8214934667734,287.2379331979145
2025-09-04 09:45:00+05:30,2025-09-04 09:45:00+05:30,279.6,287.55,254.25,254.25,1640,267.8084946546328,284.0962252743036
2025-09-04 09:48:00+05:30,2025-09-04 09:48:00+05:30,254.25,257.55,248.2,251.95,1600,264.92513199015406,281.03468001008423
2025-09-04 09:51:00+05:30,2025-09-04 09:51:00+05:30,251.95,263.15,250.5,254.2,2760,262.97510799194424,278.47899619960003
2025-09-04 09:54:00+05:30,2025-09-04 09:54:00+05:30,254.2,256.95,248.5,250.85,1320,260.7705429024998,275.84766322820957
2025-09-04 09:57:00+05:30,2025-09-04 09:57:00+05:30,250.85,258.0,245.35,256.5,3780,259.99408055659075,274.00502863504676
