timestamp,date,open,high,low,close,volume,ema10,ema20
2025-09-04 09:15:00+05:30,2025-09-04 09:15:00+05:30,451.75,705.9,450.0,626.3,11940,626.3,626.3
2025-09-04 09:18:00+05:30,2025-09-04 09:18:00+05:30,626.3,634.65,598.75,615.8,3180,624.3909090909091,625.3
2025-09-04 09:21:00+05:30,2025-09-04 09:21:00+05:30,615.8,649.65,591.05,635.35,3800,626.3834710743802,626.2571428571428
2025-09-04 09:24:00+05:30,2025-09-04 09:24:00+05:30,635.35,646.8,616.85,639.75,1680,628.8137490608565,627.5421768707482
2025-09-04 09:27:00+05:30,2025-09-04 09:27:00+05:30,639.75,702.1,636.0,695.0,7020,640.8476128679735,633.9667314544864
2025-09-04 09:30:00+05:30,2025-09-04 09:30:00+05:30,695.0,727.8,692.35,721.85,2360,655.575319619251,642.3365665540592
2025-09-04 09:33:00+05:30,2025-09-04 09:33:00+05:30,721.85,766.3,720.8,750.25,1680,672.7888978702962,652.6140364060536
2025-09-04 09:36:00+05:30,2025-09-04 09:36:00+05:30,750.25,750.25,707.9,707.9,520,679.1727346211514,657.8793662721438
2025-09-04 09:39:00+05:30,2025-09-04 09:39:00+05:30,702.8,720.1,668.15,710.0,1380,684.7776919627603,662.8432361509872
2025-09-04 09:42:00+05:30,2025-09-04 09:42:00+05:30,710.0,710.0,652.3,652.3,920,678.8726570604402,661.8391184223218
2025-09-04 09:45:00+05:30,2025-09-04 09:45:00+05:30,652.3,699.85,639.65,697.9,1820,682.332173958542,665.2734880963865
2025-09-04 09:48:00+05:30,2025-09-04 09:48:00+05:30,697.9,713.4,670.5,700.05,420,685.5535968751706,668.5855368491116
2025-09-04 09:51:00+05:30,2025-09-04 09:51:00+05:30,700.05,700.15,678.25,695.9,1860,687.4347610796849,671.1869142920533
2025-09-04 09:54:00+05:30,2025-09-04 09:54:00+05:30,695.9,704.0,688.55,698.55,580,689.4557136106513,673.7929224547149
2025-09-04 09:57:00+05:30,2025-09-04 09:57:00+05:30,698.55,698.55,676.0,676.0,380,687.0092202268964,674.0031203161707
2025-09-04 10:00:00+05:30,2025-09-04 10:00:00+05:30,676.0,695.0,674.85,678.7,220,685.4984529129152,674.4504421908211
2025-09-04 10:03:00+05:30,2025-09-04 10:03:00+05:30,678.7,678.7,666.25,668.55,140,682.4169160196578,673.8884953155049
2025-09-04 10:06:00+05:30,2025-09-04 10:06:00+05:30,668.55,668.55,655.1,655.1,60,677.4502040160836,672.0991148092663
2025-09-04 10:09:00+05:30,2025-09-04 10:09:00+05:30,655.1,655.1,589.95,607.25,2120,664.6865305586138,665.9230086369553
2025-09-04 10:12:00+05:30,2025-09-04 10:12:00+05:30,607.25,607.25,538.95,549.0,1420,643.6526159115931,654.7874840048644
2025-09-04 10:15:00+05:30,2025-09-04 10:15:00+05:30,549.0,574.85,532.85,564.75,2460,629.3066857458489,646.2124855282107
2025-09-04 10:18:00+05:30,2025-09-04 10:18:00+05:30,564.75,587.3,557.1,577.9,1180,619.96001561024,639.7065345255239
2025-09-04 10:21:00+05:30,2025-09-04 10:21:00+05:30,577.9,613.05,577.9,601.95,2000,616.6854673174691,636.1106740945216
2025-09-04 10:24:00+05:30,2025-09-04 10:24:00+05:30,601.95,610.1,566.0,566.0,400,607.469927805202,629.4334670379005
2025-09-04 10:27:00+05:30,2025-09-04 10:27:00+05:30,566.0,576.45,560.0,563.65,1480,599.5026682042561,623.1683749390528
2025-09-04 10:30:00+05:30,2025-09-04 10:30:00+05:30,563.65,572.15,541.55,545.1,1880,589.6112739853004,615.733291611524
2025-09-04 10:33:00+05:30,2025-09-04 10:33:00+05:30,545.1,573.55,545.1,554.75,1060,583.2728605334275,609.9253590770932
2025-09-04 10:36:00+05:30,2025-09-04 10:36:00+05:30,554.75,554.95,539.05,550.25,1940,577.2687040728043,604.2419915459415
2025-09-04 10:39:00+05:30,2025-09-04 10:39:00+05:30,550.25,554.75,500.4,503.0,3220,563.7653033322945,594.5998971129947
2025-09-04 10:42:00+05:30,2025-09-04 10:42:00+05:30,503.0,526.65,495.0,521.85,8440,556.1443390900591,587.6713354831857
2025-09-04 10:45:00+05:30,2025-09-04 10:45:00+05:30,521.85,534.9,505.9,534.9,5900,552.2817319827757,582.6454940085966
2025-09-04 10:48:00+05:30,2025-09-04 10:48:00+05:30,534.9,555.55,525.0,548.8,5160,551.6486898040891,579.4221136268255
2025-09-04 10:51:00+05:30,2025-09-04 10:51:00+05:30,548.8,562.55,545.05,556.1,820,552.4580189306183,577.2009599480803
2025-09-04 10:54:00+05:30,2025-09-04 10:54:00+05:30,556.1,556.1,532.95,535.75,1300,549.4201973068695,573.2532494768345
2025-09-04 10:57:00+05:30,2025-09-04 10:57:00+05:30,535.75,556.85,531.9,554.6,2440,550.3619796147113,571.4767495266599
2025-09-04 11:00:00+05:30,2025-09-04 11:00:00+05:30,554.6,579.55,550.8,550.8,2960,550.4416196847639,569.5075352860256
2025-09-04 11:03:00+05:30,2025-09-04 11:03:00+05:30,550.8,566.5,540.45,559.55,1900,552.0976888329885,568.5591985921184
