open,high,low,close,volume,timestamp,ema10,ema20
519.95,556.5,509.65,538.0,3920,2025-09-01 09:15:00+05:30,538.0,538.0
538.0,553.7,538.0,540.0,1440,2025-09-01 09:18:00+05:30,538.3636363636363,538.1904761904761
540.0,556.0,508.05,551.3,320,2025-09-01 09:21:00+05:30,540.7157024793387,539.4390022675736
551.3,551.3,532.15,545.45,1340,2025-09-01 09:24:00+05:30,541.5764838467317,540.0114782420904
545.45,546.65,518.85,535.35,2080,2025-09-01 09:27:00+05:30,540.4443958745986,539.56752793332
535.35,562.0,527.3,534.9,2660,2025-09-01 09:30:00+05:30,539.4363238973988,539.12300146348
534.9,563.25,534.9,555.0,420,2025-09-01 09:33:00+05:30,542.2660831887808,540.6350965621962
555.0,561.2,551.0,553.25,1620,2025-09-01 09:36:00+05:30,544.2631589726388,541.836515937225
553.25,553.25,532.0,543.9,560,2025-09-01 09:39:00+05:30,544.1971300685227,542.0330382289179
543.9,543.9,530.0,541.1,180,2025-09-01 09:42:00+05:30,543.6340155106095,541.9441774452115
541.1,558.45,541.1,553.75,1140,2025-09-01 09:45:00+05:30,545.4732854177714,543.0685414980485
553.75,553.75,535.1,535.4,260,2025-09-01 09:48:00+05:30,543.6417789781766,542.33820421252
535.4,561.05,535.4,561.05,420,2025-09-01 09:51:00+05:30,546.8069100730536,544.1202800018038
561.05,564.1,543.15,543.15,980,2025-09-01 09:54:00+05:30,546.1420173324984,544.0278723825844
543.15,547.4,540.0,547.4,100,2025-09-01 09:57:00+05:30,546.3707414538624,544.3490273937668
547.4,548.9,542.0,542.0,160,2025-09-01 10:00:00+05:30,545.5760611895237,544.1253104991224
542.0,542.0,531.95,531.95,120,2025-09-01 10:03:00+05:30,543.0985955187011,542.9657571182536
531.95,536.4,525.65,528.85,800,2025-09-01 10:06:00+05:30,540.5079417880281,541.6213992974675
528.85,540.8,516.0,527.95,320,2025-09-01 10:09:00+05:30,538.2246796447503,540.3193612691373
527.95,527.95,514.05,514.05,180,2025-09-01 10:12:00+05:30,533.8292833457048,537.8175173387432
514.05,522.25,514.05,522.25,100,2025-09-01 10:15:00+05:30,531.7239591010311,536.3348966398153
522.25,522.25,508.0,508.75,180,2025-09-01 10:18:00+05:30,527.5468756281164,533.7077636264995
508.75,508.75,489.45,505.0,2020,2025-09-01 10:21:00+05:30,523.4474436957315,530.9736909001663
505.0,512.0,496.0,512.0,340,2025-09-01 10:24:00+05:30,521.3660902965075,529.166672719198
512.0,532.5,512.0,518.35,680,2025-09-01 10:27:00+05:30,520.8177102425971,528.1365134126077
518.35,520.8,495.9,497.0,300,2025-09-01 10:30:00+05:30,516.4872174712157,525.1711311828356
