timestamp,date,open,high,low,close,volume,ema10,ema20
2025-09-05 09:15:00+05:30,2025-09-05 09:15:00+05:30,249.55,297.55,219.1,230.0,202020,230.0,230.0
2025-09-05 09:18:00+05:30,2025-09-05 09:18:00+05:30,230.0,230.0,201.35,205.0,114900,225.45454545454544,227.61904761904762
2025-09-05 09:21:00+05:30,2025-09-05 09:21:00+05:30,205.0,246.1,198.7,242.45,104820,228.5446280991735,229.03151927437642
2025-09-05 09:24:00+05:30,2025-09-05 09:24:00+05:30,242.45,271.15,229.6,260.2,138500,234.30015026296013,231.9999460101501
2025-09-05 09:27:00+05:30,2025-09-05 09:27:00+05:30,260.2,270.0,245.85,257.75,117780,238.56375930605827,234.45233210442152
2025-09-05 09:30:00+05:30,2025-09-05 09:30:00+05:30,257.75,258.25,228.1,241.7,111740,239.13398488677493,235.1425861897147
2025-09-05 09:33:00+05:30,2025-09-05 09:33:00+05:30,241.7,254.7,217.35,254.7,85520,241.96416945281584,237.0051970287895
2025-09-05 09:36:00+05:30,2025-09-05 09:36:00+05:30,254.7,263.55,246.55,259.5,126400,245.1525022795766,239.14755921652383
2025-09-05 09:39:00+05:30,2025-09-05 09:39:00+05:30,259.5,266.3,255.65,258.65,109420,247.60659277419902,241.00493452923584
2025-09-05 09:42:00+05:30,2025-09-05 09:42:00+05:30,258.65,264.05,251.6,257.55,76660,249.4144849970719,242.58065505026102
2025-09-05 09:45:00+05:30,2025-09-05 09:45:00+05:30,257.55,275.45,235.8,252.45,200200,249.96639681578608,243.52059266452187
2025-09-05 09:48:00+05:30,2025-09-05 09:48:00+05:30,252.45,266.0,237.85,240.95,97760,248.3270519401886,243.27577431551978
2025-09-05 09:51:00+05:30,2025-09-05 09:51:00+05:30,240.95,249.75,228.25,231.55,109520,245.27667886015428,242.1590339045179
2025-09-05 09:54:00+05:30,2025-09-05 09:54:00+05:30,231.55,238.05,225.4,232.5,44720,242.95364634012623,241.23912591361145
2025-09-05 09:57:00+05:30,2025-09-05 09:57:00+05:30,232.5,263.0,232.5,253.2,116200,244.81661973283053,242.37825677898178
2025-09-05 10:00:00+05:30,2025-09-05 10:00:00+05:30,253.2,257.75,236.9,254.6,68060,246.59541614504315,243.54223232384066
2025-09-05 10:03:00+05:30,2025-09-05 10:03:00+05:30,254.6,278.1,254.35,274.0,126020,251.57806775503528,246.4429721025225
2025-09-05 10:06:00+05:30,2025-09-05 10:06:00+05:30,274.0,293.6,264.65,293.6,131040,259.2184190723016,250.93411761656796
2025-09-05 10:09:00+05:30,2025-09-05 10:09:00+05:30,293.6,412.65,285.9,407.05,640180,286.0968883318831,265.80229689118056
2025-09-05 10:12:00+05:30,2025-09-05 10:12:00+05:30,407.05,511.1,403.85,505.0,372440,325.89745408972254,288.58303052059193
2025-09-05 10:15:00+05:30,2025-09-05 10:15:00+05:30,505.0,568.75,500.6,538.45,245640,364.54337152795483,312.379884756726
2025-09-05 10:18:00+05:30,2025-09-05 10:18:00+05:30,538.45,586.4,516.55,574.4,100780,402.69912215923574,337.3341814465616
2025-09-05 10:21:00+05:30,2025-09-05 10:21:00+05:30,574.4,600.4,520.05,530.6,101240,425.95382722119285,355.7404498802224
2025-09-05 10:24:00+05:30,2025-09-05 10:24:00+05:30,530.6,539.0,458.85,459.45,81600,432.04404045370325,365.6175498916298
2025-09-05 10:27:00+05:30,2025-09-05 10:27:00+05:30,459.45,465.3,388.9,420.35,134540,429.9178512803026,370.830164187665
