open,high,low,close,volume,timestamp,ema10,ema20
681.4,682.95,638.35,638.35,820,2025-09-01 09:15:00+05:30,638.35,638.35
638.35,638.35,625.95,630.0,740,2025-09-01 09:18:00+05:30,636.8318181818181,637.5547619047619
630.0,658.35,622.45,627.55,840,2025-09-01 09:21:00+05:30,635.144214876033,636.6019274376417
627.55,630.45,620.0,620.0,120,2025-09-01 09:24:00+05:30,632.3907212622088,635.0207914911997
620.0,652.55,620.0,649.85,380,2025-09-01 09:27:00+05:30,635.5651355781707,636.4330970634664
649.85,649.85,596.35,625.0,880,2025-09-01 09:30:00+05:30,633.644201836685,635.3442306764697
625.0,625.0,598.4,606.85,220,2025-09-01 09:33:00+05:30,628.7725287754696,632.6304944215678
606.85,606.85,602.0,602.0,20,2025-09-01 09:36:00+05:30,623.9047962708388,629.7133044766566
602.0,623.6,590.0,606.05,400,2025-09-01 09:39:00+05:30,620.6584696761408,627.4596564312608
606.05,616.65,606.05,616.65,100,2025-09-01 09:42:00+05:30,619.9296570077515,626.4301653425692
616.65,616.65,585.95,591.6,320,2025-09-01 09:45:00+05:30,614.7788102790694,623.1130067385151
591.6,605.15,591.6,605.15,60,2025-09-01 09:48:00+05:30,613.0281175010567,621.4022441919898
605.15,605.15,575.45,576.7,180,2025-09-01 09:51:00+05:30,606.4230052281373,617.1448876022764
576.7,590.0,576.0,590.0,240,2025-09-01 09:54:00+05:30,603.4370042775669,614.5596602115834
590.0,600.85,587.25,587.25,40,2025-09-01 09:57:00+05:30,600.4939125907365,611.9587401914326
587.25,592.9,587.25,588.3,120,2025-09-01 10:00:00+05:30,598.2768375742389,609.7055268398676
588.3,599.85,588.3,599.85,20,2025-09-01 10:03:00+05:30,598.5628671061954,608.7669052360707
599.85,611.65,599.85,608.85,220,2025-09-01 10:06:00+05:30,600.433254905069,608.7748190231115
608.85,618.9,608.85,610.05,60,2025-09-01 10:09:00+05:30,602.1817540132382,608.8962648304342
610.05,619.9,600.0,614.3,80,2025-09-01 10:12:00+05:30,604.3850714653768,609.4109062751548
614.3,620.1,613.2,613.2,100,2025-09-01 10:15:00+05:30,605.9877857443992,609.7717723441878
613.2,633.0,613.2,628.3,140,2025-09-01 10:18:00+05:30,610.0445519726902,611.5363654542651
628.3,654.7,628.3,646.4,360,2025-09-01 10:21:00+05:30,616.6546334322011,614.856711601478
646.4,646.4,623.45,623.45,40,2025-09-01 10:24:00+05:30,617.8901546263463,615.6751200203848
623.45,623.45,595.3,595.3,420,2025-09-01 10:27:00+05:30,613.7828537851924,613.7346323993958
595.3,595.3,595.3,595.3,0,2025-09-01 10:30:00+05:30,610.4223349151574,611.9789531232628
595.3,644.5,595.3,640.3,320,2025-09-01 10:33:00+05:30,615.8546376578561,614.6761956829521
640.3,645.9,631.85,631.85,180,2025-09-01 10:36:00+05:30,618.7628853564277,616.3117960940996
631.85,646.15,631.85,638.35,80,2025-09-01 10:39:00+05:30,622.3241789279863,618.4106726565664
638.35,638.35,607.35,607.35,140,2025-09-01 10:42:00+05:30,619.6016009410796,617.3572752607029
607.35,607.35,590.0,592.05,280,2025-09-01 10:45:00+05:30,614.5922189517923,614.9470585692073
592.05,592.05,592.05,592.05,0,2025-09-01 10:48:00+05:30,610.4936336878301,612.7663863245209
592.05,604.45,592.05,599.25,60,2025-09-01 10:51:00+05:30,608.4493366536791,611.4791114364713
599.25,616.05,599.25,616.05,20,2025-09-01 10:54:00+05:30,609.8312754439191,611.9144341568074
616.05,616.05,589.3,589.3,140,2025-09-01 10:57:00+05:30,606.0983162722974,609.7606785228257
589.3,589.3,587.45,587.45,60,2025-09-01 11:00:00+05:30,602.7077133136979,607.6358519968423
587.45,587.45,587.45,587.45,0,2025-09-01 11:03:00+05:30,599.9335836202984,605.713389901905
587.45,587.45,587.45,587.45,0,2025-09-01 11:06:00+05:30,597.6638411438805,603.9740194350569
587.45,587.45,587.45,587.45,0,2025-09-01 11:09:00+05:30,595.8067791177205,602.4003032983848
587.45,587.45,586.65,586.65,40,2025-09-01 11:12:00+05:30,594.1419101872258,600.9002744128243
586.65,586.65,585.85,585.85,20,2025-09-01 11:15:00+05:30,592.6342901531847,599.4669149449363
585.85,585.85,585.6,585.6,60,2025-09-01 11:18:00+05:30,591.355328307151,598.1462563787519
585.6,588.2,585.6,588.2,20,2025-09-01 11:21:00+05:30,590.7816322513054,597.1989938664898
588.2,592.8,586.9,586.9,140,2025-09-01 11:24:00+05:30,590.0758809328862,596.2181373077765
586.9,589.05,580.15,581.1,360,2025-09-01 11:27:00+05:30,588.4439025814523,594.7783147070359
581.1,590.9,570.2,576.9,340,2025-09-01 11:30:00+05:30,586.3450112030064,593.0756180682706
576.9,590.05,576.9,590.05,80,2025-09-01 11:33:00+05:30,587.0186455297325,592.7874639665306
590.05,595.0,590.05,595.0,340,2025-09-01 11:36:00+05:30,588.469800887963,592.9981816840038
595.0,596.45,591.9,591.9,320,2025-09-01 11:39:00+05:30,589.0934734537879,592.893592952194
591.9,600.0,591.9,599.65,380,2025-09-01 11:42:00+05:30,591.0128419167355,593.5370602900803
599.65,617.2,597.5,617.2,620,2025-09-01 11:45:00+05:30,595.77414338642,595.7906735957869
617.2,626.95,612.5,623.2,1080,2025-09-01 11:48:00+05:30,600.7606627707072,598.4010856342834
623.2,624.7,623.2,624.7,380,2025-09-01 11:51:00+05:30,605.1132695396695,600.905744145304
624.7,625.05,623.9,625.05,160,2025-09-01 11:54:00+05:30,608.7381296233659,603.2051970838465
625.05,625.05,621.9,623.45,80,2025-09-01 11:57:00+05:30,611.4130151463903,605.1332735520516
623.45,626.7,604.25,606.3,400,2025-09-01 12:00:00+05:30,610.4833760288648,605.2443903566182
606.3,607.95,600.3,602.0,480,2025-09-01 12:03:00+05:30,608.9409440236166,604.9354007988451
602.0,606.5,597.4,597.4,140,2025-09-01 12:06:00+05:30,606.8425905647771,604.2177435799075
597.4,601.2,595.05,601.2,160,2025-09-01 12:09:00+05:30,605.8166650075449,603.9303394294401
601.2,601.2,589.25,592.0,320,2025-09-01 12:12:00+05:30,603.3045440970822,602.7941166266363
592.0,594.1,586.25,593.05,500,2025-09-01 12:15:00+05:30,601.4400815339762,601.8661055193377
593.05,594.65,589.0,594.65,140,2025-09-01 12:18:00+05:30,600.2055212550714,601.1788573746388
594.65,594.65,575.75,577.15,960,2025-09-01 12:21:00+05:30,596.0136082996039,598.8903947675304
577.15,577.15,564.7,570.35,400,2025-09-01 12:24:00+05:30,591.347497699676,596.1722619325276
570.35,570.35,550.0,550.45,260,2025-09-01 12:27:00+05:30,583.9115890270076,591.8177607960964
550.45,553.75,542.75,553.75,120,2025-09-01 12:30:00+05:30,578.4276637493699,588.1922597678968
553.75,553.75,549.5,553.4,180,2025-09-01 12:33:00+05:30,573.8771794313026,584.8787112185732
553.4,558.95,550.35,551.55,980,2025-09-01 12:36:00+05:30,569.8176922619748,581.7045482453758
551.55,551.55,539.85,548.0,160,2025-09-01 12:39:00+05:30,565.850839123434,578.4945912696257
548.0,554.4,548.0,552.05,140,2025-09-01 12:42:00+05:30,563.3415956464459,575.9760587677566
552.05,558.3,551.9,552.95,1040,2025-09-01 12:45:00+05:30,561.4522146198193,573.7831007898751
552.95,555.9,545.0,555.9,920,2025-09-01 12:48:00+05:30,560.4427210525794,572.0799483336966
555.9,556.6,550.75,554.6,1180,2025-09-01 12:51:00+05:30,559.3804081339285,570.415191349535
554.6,561.25,548.05,553.05,3540,2025-09-01 12:54:00+05:30,558.2294248368505,568.7613636019603
553.05,557.55,553.05,553.1,80,2025-09-01 12:57:00+05:30,557.2968021392413,567.2698051636784
548.25,548.25,540.6,543.95,260,2025-09-01 13:00:00+05:30,554.8701108411974,565.0488713385662
543.95,545.0,543.95,545.0,60,2025-09-01 13:03:00+05:30,553.075545233707,563.1394550206074
545.0,545.0,522.8,523.0,540,2025-09-01 13:06:00+05:30,547.6072642821239,559.3166497805496
523.0,524.25,519.7,524.25,920,2025-09-01 13:09:00+05:30,543.3604889581013,555.9769688490687
524.25,524.25,524.25,524.25,0,2025-09-01 13:12:00+05:30,539.8858546020829,552.955352768205
524.25,524.25,517.65,519.0,1220,2025-09-01 13:15:00+05:30,536.0884264926132,549.7215096474235
519.0,525.45,519.0,525.45,600,2025-09-01 13:18:00+05:30,534.1541671303198,547.4099373000499
525.45,529.25,521.0,529.25,200,2025-09-01 13:21:00+05:30,533.2625003793526,545.6804194619499
529.25,530.75,529.25,530.75,60,2025-09-01 13:24:00+05:30,532.8056821285611,544.2584747512881
530.75,535.1,523.0,523.0,640,2025-09-01 13:27:00+05:30,531.022830832459,542.2338581083083
523.0,523.0,508.1,508.1,260,2025-09-01 13:30:00+05:30,526.8550434083755,538.9830144789455
508.1,508.1,498.5,506.75,1600,2025-09-01 13:33:00+05:30,523.199580970489,535.9132035761888
506.75,507.0,506.75,507.0,620,2025-09-01 13:36:00+05:30,520.2542026122183,533.1595651403613
507.0,508.7,504.0,508.7,80,2025-09-01 13:39:00+05:30,518.1534385009057,530.8300827460412
508.7,522.9,508.7,522.9,80,2025-09-01 13:42:00+05:30,519.0164496825593,530.0748367702278
522.9,522.9,512.3,512.3,1200,2025-09-01 13:45:00+05:30,517.795277013003,528.3819951730633
512.3,523.75,512.3,513.55,740,2025-09-01 13:48:00+05:30,517.0234084651842,526.9694242042001
513.55,520.3,513.55,520.3,1800,2025-09-01 13:51:00+05:30,517.6191523806052,526.3342409466572
520.3,522.75,516.3,517.0,160,2025-09-01 13:54:00+05:30,517.5065792204952,525.4452656184042
517.0,517.0,517.0,517.0,0,2025-09-01 13:57:00+05:30,517.4144739076778,524.6409546071276
517.0,517.05,517.0,517.05,100,2025-09-01 14:00:00+05:30,517.3482059244636,523.9180065493059
517.05,517.05,506.9,506.9,140,2025-09-01 14:03:00+05:30,515.4485321200157,522.2972440208006
506.9,512.1,506.9,510.45,620,2025-09-01 14:06:00+05:30,514.5397080981946,521.1689350664386
510.45,510.45,499.5,505.3,480,2025-09-01 14:09:00+05:30,512.85976117125,519.6576079172539
505.3,506.1,491.7,493.15,960,2025-09-01 14:12:00+05:30,509.2761682310228,517.1330738298964
493.15,507.95,493.15,504.8,680,2025-09-01 14:15:00+05:30,508.4623194617459,515.9584953699062
504.8,509.4,503.85,507.25,500,2025-09-01 14:18:00+05:30,508.24189774142843,515.1291148584867
507.25,512.8,505.0,505.95,500,2025-09-01 14:21:00+05:30,507.8251890611687,514.2549134433928
505.95,514.85,505.95,514.85,380,2025-09-01 14:24:00+05:30,509.1024274136835,514.3115883535459
514.85,523.5,514.05,520.0,540,2025-09-01 14:27:00+05:30,511.0838042475592,514.8533418436843
520.0,520.0,510.25,512.15,500,2025-09-01 14:30:00+05:30,511.27765802073026,514.5958807157144
512.15,512.15,508.95,510.3,100,2025-09-01 14:33:00+05:30,511.0999020169611,514.1867492189797
510.3,510.3,503.45,509.15,680,2025-09-01 14:36:00+05:30,510.7453743775136,513.7070588171721
509.15,509.15,505.75,505.75,40,2025-09-01 14:39:00+05:30,509.8371244906929,512.9492436917271
505.75,513.4,505.75,511.35,480,2025-09-01 14:42:00+05:30,510.11219276511235,512.7969347687056
511.35,511.35,509.5,509.5,40,2025-09-01 14:45:00+05:30,510.0008849896373,512.4829409812098
509.5,509.5,509.5,509.5,0,2025-09-01 14:48:00+05:30,509.9098149915214,512.1988513639517
509.5,509.5,507.25,508.4,120,2025-09-01 14:51:00+05:30,509.63530317488113,511.8370559959563
508.4,508.4,500.0,503.8,720,2025-09-01 14:54:00+05:30,508.5743389612664,511.0716220915795
503.8,503.8,480.0,483.6,1580,2025-09-01 14:57:00+05:30,504.03355005921793,508.4552771304767
483.6,501.35,482.45,496.85,1540,2025-09-01 15:00:00+05:30,502.72745004845103,507.3500126418599
496.85,509.2,496.2,496.2,360,2025-09-01 15:03:00+05:30,501.54064094873263,506.2881066759685
496.2,496.2,492.85,495.15,180,2025-09-01 15:06:00+05:30,500.3787062307812,505.22733461159055
495.15,495.15,487.05,490.0,800,2025-09-01 15:09:00+05:30,498.49166873427544,503.77711226762955
490.0,494.6,490.0,494.6,280,2025-09-01 15:12:00+05:30,497.7840926007708,502.90310157547435
494.6,497.0,487.7,487.7,580,2025-09-01 15:15:00+05:30,495.95062121881244,501.4551871397149
487.7,490.3,481.65,481.65,600,2025-09-01 15:18:00+05:30,493.3505082699374,499.5689788406944
481.65,486.7,481.65,485.2,380,2025-09-01 15:21:00+05:30,491.8685976754033,498.2005046653902
485.2,485.2,481.65,484.75,680,2025-09-01 15:24:00+05:30,490.5743071889663,496.91950422106737
484.75,484.75,470.05,476.55,1220,2025-09-01 15:27:00+05:30,488.0244331546088,494.9795514381086
451.05,468.3,402.9,416.85,4820,2025-09-02 09:15:00+05:30,475.0836271264981,487.53864177733635
416.85,434.9,414.15,434.9,2760,2025-09-02 09:18:00+05:30,467.7775131034984,482.5254377985424
434.9,461.8,432.2,446.25,1840,2025-09-02 09:21:00+05:30,463.8634198119532,479.0706341986812
